name,2015xrapm,2015oxrapm,2015dxrapm,2014xrapm,2014oxrapm,2014dxrapm,2013xrapm,2013oxrapm,2013dxrapm,2012xrapm,2012oxrapm,2012dxrapm,2011xrapm,2011oxrapm,2011dxrapm,2010xrapm,2010oxrapm,2010dxrapm,2009xrapm,2009oxrapm,2009dxrapm,2008xrapm,2008oxrapm,2008dxrapm,2007xrapm,2007oxrapm,2007dxrapm,2006xrapm,2006oxrapm,2006dxrapm,2005xrapm,2005oxrapm,2005dxrapm,
Charles Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.51,-0.86,0.35,,,,
Klay Thompson,3.7,3.22,0.49,2.74,1.51,1.23,1.38,0.65,0.73,-1.31,0.04,-1.35,,,,,,,,,,,,,,,,,,,,,,
Lindsey Hunter,,,,,,,,,,,,,,,,-1.05,-0.09,-0.96,-1.36,-0.94,-0.41,0.67,-0.09,0.77,-2.73,-1.87,-0.86,-0.91,-1.91,1.0,-0.36,-0.84,0.49,
Mike Sweetney,,,,,,,,,,,,,,,,,,,,,,,,,-0.44,-1.14,0.7,-1.04,-2.05,1.01,-0.86,0.14,-1.0,
Al Jefferson,-1.9,-1.25,-0.65,0.5,0.15,0.36,-2.06,0.46,-2.52,1.49,1.87,-0.38,-1.29,0.1,-1.39,-2.71,-1.54,-1.17,1.41,0.73,0.67,-4.5,-1.12,-3.38,-0.35,-0.81,0.45,-2.17,-1.57,-0.6,-0.64,0.01,-0.65,
Sean May,,,,,,,,,,,,,,,,0.34,0.28,0.06,-2.73,-2.34,-0.39,,,,0.24,1.29,-1.05,-0.21,-0.3,0.08,,,,
Byron Mullens,,,,-3.51,-1.07,-2.44,-5.04,-1.6,-3.44,-2.39,-0.21,-2.18,-1.11,-0.9,-0.21,-1.27,-0.62,-0.65,,,,,,,,,,,,,,,,
Jonathan Bender,,,,,,,,,,,,,,,,-2.17,-1.43,-0.74,,,,,,,,,,-0.76,-0.25,-0.51,-1.4,-1.13,-0.27,
Earl Boykins,,,,,,,,,,-0.78,-0.87,0.09,-0.09,-0.66,0.57,-4.67,-2.33,-2.34,,,,-1.86,-0.63,-1.24,-4.17,-1.76,-2.41,-3.69,-0.57,-3.12,-0.95,-0.08,-0.87,
Zaza Pachulia,3.7,1.42,2.28,-0.84,-0.23,-0.61,0.04,-0.19,0.23,-0.64,-1.11,0.47,-1.87,-0.73,-1.14,-1.62,-0.94,-0.68,0.82,-0.65,1.47,-0.25,0.1,-0.35,-0.52,-1.35,0.83,-1.12,0.32,-1.44,0.3,-0.33,0.64,
Andrei Kirilenko,-1.34,-0.51,-0.83,-0.1,-0.24,0.14,0.75,0.12,0.63,,,,-0.0,0.7,-0.7,1.79,-0.69,2.49,2.48,0.82,1.66,2.29,1.68,0.61,0.22,-0.09,0.31,3.45,1.55,1.9,3.21,1.32,1.89,
Casey Jacobsen,,,,,,,,,,,,,,,,,,,,,,0.57,0.02,0.56,,,,,,,0.2,-1.31,1.5,
Torraye Braggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.68,-0.41,-0.27,
Roger Powell,,,,,,,,,,,,,,,,,,,,,,,,,-0.79,-0.28,-0.51,,,,,,,
Justin Williams,,,,,,,,,,,,,,,,,,,,,,-0.42,-0.86,0.44,-1.83,-0.12,-1.71,,,,,,,
Brian Cook,,,,,,,,,,-0.58,-0.81,0.23,-1.59,-0.54,-1.05,-1.49,-0.81,-0.68,-2.36,-1.93,-0.43,-1.49,-1.15,-0.34,1.41,1.29,0.12,0.84,0.55,0.29,1.58,1.52,0.06,
Johan Petro,,,,,,,-2.75,-1.64,-1.11,-2.76,-2.04,-0.72,-1.7,-1.97,0.27,-0.33,-0.02,-0.31,-4.04,-2.73,-1.31,-2.6,-3.55,0.95,-3.35,-2.43,-0.92,-2.36,-1.75,-0.61,,,,
Marcin Gortat,2.46,0.73,1.73,4.05,0.86,3.19,-0.7,-0.78,0.07,0.27,0.33,-0.06,0.5,-0.01,0.5,0.36,0.11,0.25,-0.26,-1.28,1.02,0.06,0.02,0.03,,,,,,,,,,
Tyson Chandler,1.91,0.42,1.48,1.04,0.71,0.33,2.44,1.07,1.37,0.83,-0.75,1.58,3.46,1.13,2.34,-2.1,-2.46,0.36,0.92,0.36,0.56,3.3,1.66,1.64,0.42,0.14,0.28,1.73,0.77,0.96,1.34,-0.63,1.97,
Reggie Evans,-0.89,0.02,-0.9,-2.33,-1.55,-0.78,1.06,0.67,0.39,-2.34,-1.24,-1.1,-1.33,-0.66,-0.66,-0.71,-1.37,0.66,-0.59,-0.54,-0.04,0.6,-1.09,1.69,1.55,0.07,1.48,-2.94,-1.31,-1.63,-0.92,-0.94,0.02,
Malcolm Lee,-0.4,-0.16,-0.24,,,,0.1,-0.72,0.82,-1.48,-1.24,-0.24,,,,,,,,,,,,,,,,,,,,,,
Marquis Teague,,,,-2.73,-2.24,-0.49,-1.3,-1.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Brooks,0.63,1.25,-0.62,-1.8,-0.4,-1.39,-2.82,-1.08,-1.74,,,,-3.34,0.03,-3.37,0.26,0.5,-0.24,0.27,1.1,-0.83,-0.62,-0.14,-0.48,,,,,,,,,,
Christian Laettner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,-0.41,1.53,
Ognjen Kuzmic,-1.44,-1.12,-0.33,-1.74,-0.77,-0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ha Seung-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.43,-0.22,-1.22,-0.71,-0.68,-0.04,
Elfrid Payton,0.49,0.66,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Hill,,,,,,,-0.94,-0.55,-0.39,0.62,0.41,0.21,-0.13,0.19,-0.32,-0.39,-0.46,0.07,2.53,1.93,0.6,1.61,-0.2,1.81,-1.5,-1.67,0.18,-0.69,-0.52,-0.17,0.52,-0.41,0.93,
Courtney Sims,,,,,,,,,,,,,,,,,,,-0.54,-0.38,-0.16,-0.48,-0.33,-0.14,,,,,,,,,,
Andre Drummond,-1.37,-0.39,-0.98,-1.72,-0.33,-1.39,0.46,1.01,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,
Jackie Butler,,,,,,,,,,,,,,,,,,,,,,,,,-1.51,-0.88,-0.62,1.91,1.38,0.52,-0.37,-0.08,-0.29,
Terrence Ross,-0.9,2.02,-2.92,-0.18,1.01,-1.19,-1.83,-0.56,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Zeller,-0.91,-1.42,0.51,0.37,-0.43,0.8,-2.62,-2.02,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Yue,,,,,,,,,,,,,,,,,,,-1.95,-0.67,-1.28,,,,,,,,,,,,,
Rajon Rondo,-2.33,-2.55,0.22,-3.29,-0.81,-2.47,-2.14,-1.44,-0.7,2.12,1.14,0.98,1.91,0.91,1.0,1.01,-0.22,1.23,2.56,1.89,0.67,1.7,0.73,0.98,2.09,0.28,1.81,,,,,,,
Jason Terry,1.29,0.11,1.18,-1.35,-0.36,-0.98,0.23,-0.15,0.38,-1.33,-0.05,-1.27,3.03,3.55,-0.51,1.34,0.81,0.53,-0.49,0.76,-1.25,2.09,2.33,-0.24,3.17,2.86,0.31,2.6,2.76,-0.16,2.83,2.57,0.25,
Renaldo Balkman,,,,,,,,,,-0.61,-0.35,-0.26,-0.62,-0.32,-0.29,-1.36,-0.81,-0.55,-0.27,-0.86,0.6,-0.43,-0.71,0.27,0.94,-1.32,2.26,,,,,,,
J.R. Giddens,,,,,,,,,,,,,,,,-1.93,-1.32,-0.61,-0.34,-0.25,-0.09,,,,,,,,,,,,,
Jerome Dyson,,,,,,,,,,-0.18,-1.15,0.97,,,,,,,,,,,,,,,,,,,,,,
Orlando Johnson,,,,-0.96,-1.68,0.73,-0.31,-0.51,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgui Dieng,-2.18,-1.29,-0.89,-1.7,-1.84,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cartier Martin,0.17,-0.04,0.21,-1.91,-1.79,-0.13,-1.48,-1.16,-0.32,0.41,0.23,0.18,0.98,1.14,-0.16,0.43,-0.18,0.61,0.83,0.76,0.07,,,,,,,,,,,,,
Cedric Jackson,,,,,,,,,,,,,,,,-0.45,-0.47,0.02,,,,,,,,,,,,,,,,
J.J. Hickson,-3.21,-2.29,-0.92,-1.94,-1.95,0.01,-3.59,-2.52,-1.07,-3.17,-1.09,-2.08,-4.21,-2.7,-1.51,-1.89,-0.23,-1.67,-2.57,-1.49,-1.08,,,,,,,,,,,,,
Damon Stoudamire,,,,,,,,,,,,,,,,,,,,,,-2.55,-2.27,-0.28,-1.78,-0.75,-1.04,0.2,-0.01,0.21,-1.11,1.16,-2.27,
Mike Conley,1.18,0.65,0.53,1.19,1.4,-0.21,5.41,2.01,3.39,2.79,1.89,0.9,3.15,2.28,0.87,-0.03,0.64,-0.67,-0.64,-1.12,0.48,-2.53,0.18,-2.71,,,,,,,,,,
Darius Songaila,,,,,,,,,,,,,-1.29,-0.41,-0.89,-1.53,-0.95,-0.57,0.25,-0.79,1.04,0.78,-0.67,1.45,-0.57,-0.05,-0.52,0.75,0.34,0.41,2.41,2.06,0.36,
Charlie Bell,,,,,,,,,,,,,-0.7,-0.6,-0.1,-0.22,-1.49,1.27,-1.18,-0.99,-0.19,-1.71,-0.87,-0.84,-2.22,-0.47,-1.75,0.02,0.27,-0.25,,,,
Jerry Stackhouse,,,,,,,-0.41,-0.3,-0.11,-0.12,-0.88,0.76,-0.5,-0.38,-0.12,0.32,0.15,0.17,-2.36,-2.04,-0.32,-1.83,-0.65,-1.18,0.43,1.08,-0.65,-0.07,-0.35,0.28,-0.61,0.85,-1.46,
Bismack Biyombo,-1.27,-1.48,0.21,-1.45,-1.93,0.48,-0.88,0.17,-1.04,-4.46,-3.49,-0.97,,,,,,,,,,,,,,,,,,,,,,
Trey Johnson,,,,,,,,,,-0.46,-0.46,0.01,-1.19,-0.88,-0.31,,,,-0.79,-0.46,-0.33,,,,,,,,,,,,,
Thaddeus Young,0.77,0.19,0.57,-3.1,-1.49,-1.61,2.24,1.14,1.11,2.36,2.38,-0.02,2.01,0.69,1.32,-0.24,-0.16,-0.08,2.01,-0.33,2.34,3.13,2.37,0.76,,,,,,,,,,
Kevin Garnett,1.05,-0.49,1.54,-0.85,-1.98,1.13,1.88,-2.25,4.13,5.58,1.85,3.74,5.41,1.37,4.04,1.69,-0.36,2.05,5.17,0.89,4.27,6.2,2.09,4.1,4.12,1.85,2.27,2.61,1.07,1.54,1.41,1.48,-0.07,
Archie Goodwin,-4.1,-2.79,-1.31,-3.07,-2.24,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Thompkins,,,,,,,,,,-1.99,-0.92,-1.07,,,,,,,,,,,,,,,,,,,,,,
Keith Benson,,,,,,,,,,-0.14,-0.09,-0.05,,,,,,,,,,,,,,,,,,,,,,
Alec Burks,-2.35,-0.23,-2.12,-1.19,-0.56,-0.63,1.18,1.1,0.08,-0.85,-0.31,-0.54,,,,,,,,,,,,,,,,,,,,,,
Kirk Penney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.55,-0.24,-0.31,
Maurice Ager,,,,,,,,,,,,,-0.68,-0.46,-0.21,,,,-1.41,-1.12,-0.29,-1.47,-0.74,-0.73,-2.49,-2.0,-0.49,,,,,,,
Mouhamed Sene,,,,,,,,,,,,,,,,,,,-0.38,-0.24,-0.14,-0.91,-0.4,-0.51,-2.31,-1.59,-0.72,,,,,,,
Doug McDermott,-2.59,-1.58,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Jaric,,,,,,,,,,,,,,,,,,,1.5,-0.54,2.04,-1.66,-1.8,0.14,-1.08,-1.19,0.1,1.81,-0.2,2.01,1.26,1.15,0.11,
Antonio McDyess,,,,,,,,,,,,,0.38,-0.17,0.55,2.08,0.05,2.03,-0.52,0.21,-0.73,0.29,0.38,-0.09,2.81,0.51,2.3,-0.21,0.44,-0.65,-1.36,-0.89,-0.47,
Wesley Johnson,-0.75,0.16,-0.91,-1.71,-1.12,-0.59,-3.31,-2.66,-0.65,-2.48,-2.05,-0.43,-0.72,0.36,-1.08,,,,,,,,,,,,,,,,,,,
Sonny Weems,,,,,,,,,,,,,-4.14,-1.72,-2.41,-0.11,0.84,-0.95,-1.31,-1.09,-0.22,,,,,,,,,,,,,
Devin Ebanks,,,,,,,-1.04,-0.9,-0.14,-0.53,-0.11,-0.43,-1.38,-1.07,-0.32,,,,,,,,,,,,,,,,,,,
Martell Webster,-3.71,-2.19,-1.52,-1.27,0.98,-2.25,-0.1,-0.22,0.12,-0.83,1.13,-1.96,-4.06,-1.02,-3.04,0.66,0.41,0.26,-0.68,-0.27,-0.41,-1.57,-0.87,-0.7,-1.37,-0.52,-0.85,-4.3,-1.41,-2.9,,,,
Patrick Christopher,-1.09,-0.69,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dion Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65,-0.13,-0.52,
Derrick Williams,-3.73,-0.45,-3.28,-1.85,-0.89,-0.96,-2.84,-2.0,-0.83,-2.15,-1.41,-0.74,,,,,,,,,,,,,,,,,,,,,,
Larry Hughes,,,,,,,,,,-2.06,-1.69,-0.37,,,,-0.56,-0.95,0.39,-2.82,-1.17,-1.66,-2.55,-0.51,-2.05,0.44,-0.54,0.98,-0.76,0.74,-1.51,-0.23,-0.19,-0.04,
Gilbert Arenas,,,,,,,,,,0.45,-0.05,0.5,-1.03,-0.44,-0.6,-0.81,-0.5,-0.31,-0.06,0.09,-0.16,-0.89,-1.31,0.42,3.1,3.07,0.03,0.76,2.3,-1.54,0.69,2.12,-1.43,
Ray Allen,,,,-0.34,1.32,-1.66,-0.07,2.01,-2.08,-0.37,-0.02,-0.34,2.03,0.86,1.18,3.93,2.51,1.41,4.98,3.01,1.97,2.38,1.7,0.68,0.43,1.6,-1.17,2.11,3.71,-1.6,2.18,3.38,-1.2,
Zoran Planinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.29,-2.28,0.99,-0.95,-1.53,0.58,
Marreese Speights,-0.28,0.77,-1.05,-2.79,-2.9,0.11,-2.76,-1.8,-0.96,-2.74,-2.35,-0.39,0.35,-1.0,1.35,-4.11,-0.82,-3.29,-2.77,-0.15,-2.62,,,,,,,,,,,,,
Frank Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.41,-1.15,-0.26,
Kirk Snyder,,,,,,,,,,,,,,,,,,,,,,0.03,0.77,-0.74,-1.19,-0.86,-0.33,1.31,0.66,0.65,-2.88,-0.7,-2.18,
Gustavo Ayon,,,,-0.47,-0.95,0.48,0.91,0.2,0.72,0.06,-0.17,0.23,,,,,,,,,,,,,,,,,,,,,,
Cody Zeller,2.08,0.84,1.24,-1.81,-1.62,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Akognon,,,,,,,-0.61,-0.28,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Pruitt,,,,,,,,,,,,,,,,,,,-0.23,-1.38,1.15,-1.13,-0.43,-0.7,,,,,,,,,,
Quincy Acy,-2.15,-3.03,0.88,-2.29,0.03,-2.32,2.26,1.2,1.06,,,,,,,,,,,,,,,,,,,,,,,,,
Hamady N'Diaye,,,,-1.35,-0.87,-0.48,,,,-0.26,-0.2,-0.06,-1.6,-0.73,-0.87,,,,,,,,,,,,,,,,,,,
Terrence Williams,,,,,,,-0.43,-0.28,-0.14,-2.67,-1.27,-1.41,-2.22,-1.56,-0.66,-2.55,-1.86,-0.69,,,,,,,,,,,,,,,,
James Young,-1.72,-0.54,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devin Brown,,,,,,,,,,,,,,,,0.0,-1.22,1.22,-0.29,-1.54,1.25,-2.31,-1.4,-0.91,0.26,-0.15,0.41,-2.72,-1.73,-1.0,-1.36,-1.32,-0.04,
JaMychal Green,-1.34,-0.92,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Dellavedova,-0.23,-0.64,0.41,2.16,1.36,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Anderson,,,,,,,,,,,,,,,,,,,,,,-3.07,-2.42,-0.65,0.87,1.11,-0.24,-1.38,-0.84,-0.54,-1.14,-0.92,-0.22,
Zarko Cabarkapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.31,-1.4,-1.91,0.32,0.26,0.06,
Nene Hilario,0.72,-1.3,2.02,0.04,-1.5,1.54,1.64,0.01,1.64,0.68,-0.72,1.39,3.14,0.37,2.77,2.32,1.6,0.73,2.75,0.55,2.2,-1.39,-1.45,0.06,1.65,-0.76,2.42,-0.62,-0.35,-0.28,0.55,-1.08,1.63,
Tony Allen,4.34,0.53,3.81,1.77,0.83,0.94,1.2,-1.15,2.35,3.12,0.39,2.73,0.44,-1.42,1.85,-0.08,-1.52,1.44,0.44,-1.25,1.69,2.06,-0.68,2.74,0.37,0.24,0.13,-0.52,-1.09,0.57,2.63,0.59,2.04,
A.J. Price,-2.52,-1.38,-1.13,0.02,-0.6,0.61,-0.31,-0.65,0.34,0.2,-0.43,0.63,-0.28,-0.07,-0.22,0.63,-0.38,1.01,,,,,,,,,,,,,,,,
Gerald Fitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78,-0.92,0.14,,,,
Trey Gilder,,,,,,,,,,,,,,,,-0.39,-0.36,-0.03,,,,,,,,,,,,,,,,
Chris Richard,,,,,,,,,,,,,,,,-1.05,-1.52,0.47,,,,-0.64,-0.2,-0.44,,,,,,,,,,
Tyronn Lue,,,,,,,,,,,,,,,,,,,-1.26,-1.66,0.41,-0.45,0.06,-0.5,-2.82,-0.5,-2.32,-0.85,-0.08,-0.77,-3.75,-0.14,-3.61,
Oleksiy Pecherov,,,,,,,,,,,,,,,,0.12,-0.54,0.66,-2.33,-0.29,-2.04,-2.42,-0.84,-1.59,,,,,,,,,,
Tornike Shengelia,,,,-1.12,-0.36,-0.76,-0.2,-0.37,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Curry,-0.71,-0.42,-0.29,-0.41,-0.32,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.R. Smith,1.26,1.34,-0.08,0.19,1.31,-1.12,1.67,0.68,0.99,1.43,1.62,-0.2,2.21,2.71,-0.51,1.28,1.41,-0.13,3.57,2.06,1.51,1.48,1.59,-0.11,0.11,0.73,-0.62,-1.63,-1.23,-0.4,-3.92,-1.66,-2.27,
Yao Ming,,,,,,,,,,,,,-1.12,-0.86,-0.26,,,,4.35,1.57,2.78,0.31,-1.09,1.4,2.15,0.31,1.84,3.08,0.65,2.44,-0.22,-1.0,0.78,
Travis Leslie,,,,,,,,,,-1.1,-0.75,-0.35,,,,,,,,,,,,,,,,,,,,,,
DeMarcus Cousins,3.28,0.57,2.71,0.02,-0.86,0.88,-2.36,-0.77,-1.6,-0.32,0.15,-0.47,-2.28,-1.6,-0.69,,,,,,,,,,,,,,,,,,,
Andrea Bargnani,-4.68,-1.87,-2.81,-4.1,-2.86,-1.24,-1.68,-0.53,-1.15,-0.48,0.24,-0.73,-2.61,0.28,-2.89,-1.73,1.04,-2.77,-3.33,-0.79,-2.54,-0.12,0.41,-0.53,-0.69,0.17,-0.86,,,,,,,
Beno Udrih,-1.38,-0.51,-0.87,-1.75,-0.51,-1.23,-2.0,-1.66,-0.34,3.29,1.49,1.79,-0.82,-0.92,0.1,-1.01,0.22,-1.23,-0.59,-0.33,-0.26,0.49,-0.33,0.83,-0.25,0.02,-0.27,0.68,0.93,-0.25,0.36,-0.54,0.9,
Rodney Stuckey,-0.69,-1.14,0.45,-0.9,1.08,-1.98,-3.15,-1.0,-2.15,1.66,1.58,0.07,0.28,1.74,-1.46,0.42,-0.77,1.19,-0.33,-0.59,0.26,-0.78,-1.4,0.62,,,,,,,,,,
Pat Garrity,,,,,,,,,,,,,,,,,,,,,,-0.37,-1.54,1.17,-0.52,-0.14,-0.38,-0.99,-0.37,-0.61,-2.51,-0.73,-1.78,
Shabazz Napier,0.09,-0.63,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Jones,,,,,,,,,,,,,,,,,,,-1.69,0.18,-1.88,-2.87,-0.98,-1.89,-4.17,-2.67,-1.5,-1.03,-2.21,1.17,-2.85,-2.19,-0.66,
Gary Harris,-3.82,-2.22,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donyell Marshall,,,,,,,,,,,,,,,,,,,0.82,1.57,-0.75,-2.62,-0.3,-2.32,1.17,-0.13,1.3,-0.26,1.02,-1.28,1.28,2.56,-1.28,
Danny Granger,-2.55,-1.01,-1.54,1.62,-0.44,2.06,-0.8,-0.52,-0.29,3.89,2.2,1.69,-0.21,-0.37,0.15,0.92,0.93,-0.02,2.48,2.67,-0.19,-2.07,-0.73,-1.34,-1.05,-0.35,-0.7,-1.49,-1.55,0.07,,,,
Pops Mensah-Bonsu,,,,,,,,,,,,,-0.77,-0.43,-0.34,-1.49,-1.12,-0.37,0.03,-0.54,0.57,,,,-0.11,-0.06,-0.05,,,,,,,
Wilson Chandler,-2.53,-0.79,-1.73,-2.18,-1.32,-0.87,2.21,1.21,1.0,-1.28,0.0,-1.28,1.75,-0.21,1.96,0.08,-0.54,0.62,-2.31,-1.1,-1.2,-1.96,-1.29,-0.67,,,,,,,,,,
Shayne Whittington,-0.5,0.23,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Blalock,,,,,,,,,,,,,,,,,,,,,,,,,-1.23,-1.22,-0.0,,,,,,,
Bill Walker,-0.48,-0.83,0.35,,,,,,,-1.31,-2.05,0.75,1.63,0.39,1.24,-0.13,0.96,-1.09,-2.25,-1.06,-1.2,,,,,,,,,,,,,
Kevin Willis,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,0.16,-0.48,,,,-2.16,-0.73,-1.43,
Bostjan Nachbar,,,,,,,,,,,,,,,,,,,,,,-4.2,-2.22,-1.98,-0.45,-0.48,0.03,-0.77,-1.06,0.29,-2.38,-1.21,-1.17,
Keith Bogans,,,,-0.71,-0.75,0.03,-0.82,-0.49,-0.33,-1.62,-0.46,-1.16,0.09,-0.95,1.03,-1.04,-1.06,0.02,-0.54,-0.06,-0.48,1.77,1.03,0.74,1.03,0.43,0.59,-1.81,-1.7,-0.11,-1.52,0.04,-1.56,
Tim Frazier,-0.38,-0.27,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Gordon,-0.89,-0.08,-0.81,-3.2,-0.42,-2.77,0.11,0.95,-0.83,0.69,1.06,-0.37,0.97,1.58,-0.61,-1.01,0.6,-1.61,-3.06,-1.62,-1.44,,,,,,,,,,,,,
Kendrick Perkins,-0.78,-1.52,0.74,-1.42,-2.75,1.32,1.03,-0.63,1.66,-1.43,-1.96,0.52,0.26,-1.79,2.05,2.42,0.54,1.88,-0.69,-1.21,0.52,2.35,-0.81,3.16,-0.7,-2.17,1.47,-0.56,-0.85,0.29,-0.75,-0.63,-0.13,
Dee Brown,,,,,,,,,,,,,,,,,,,-0.47,-0.36,-0.11,,,,-0.6,-0.57,-0.03,,,,,,,
Kaniel Dickens,,,,,,,,,,,,,,,,,,,,,,-0.45,-0.22,-0.23,,,,,,,-1.28,-0.66,-0.62,
Norris Cole,-1.4,-0.47,-0.93,0.1,0.06,0.04,-0.87,-0.73,-0.14,-2.01,-1.54,-0.47,,,,,,,,,,,,,,,,,,,,,,
Marc Gasol,0.91,0.98,-0.07,-0.88,-1.57,0.69,3.25,-0.26,3.51,3.59,0.67,2.92,0.42,-0.8,1.22,2.24,1.16,1.08,-1.5,-0.65,-0.84,,,,,,,,,,,,,
David Stockton,0.34,0.15,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Taylor,-3.35,-2.3,-1.05,-3.23,-2.56,-0.67,-1.86,-2.15,0.29,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Traylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.51,-0.96,-0.55,
Terrence Jones,-0.59,-0.64,0.06,-1.15,0.7,-1.85,-1.45,-0.67,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,
James Lang,,,,,,,,,,,,,,,,,,,,,,,,,-0.36,0.18,-0.54,,,,,,,
Joe Crawford,,,,,,,,,,,,,,,,,,,-0.18,-0.35,0.18,,,,,,,,,,,,,
George Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.32,-2.47,1.15,
Tony Delk,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.64,-0.46,-1.18,-1.35,0.56,-1.91,
Doug Christie,,,,,,,,,,,,,,,,,,,,,,,,,-1.37,-0.65,-0.72,-1.06,-1.19,0.14,-0.0,-1.8,1.8,
Zendon Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,-0.33,-0.64,-1.31,-0.45,-0.87,
Keith Van Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.64,-0.23,-1.41,1.04,0.62,0.43,
Pape Sow,,,,,,,,,,,,,,,,,,,,,,,,,-1.39,-0.52,-0.87,-2.95,-1.87,-1.08,-0.71,-0.01,-0.7,
Alex Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.25,-0.89,-0.36,
Maurice Evans,,,,,,,,,,0.41,0.12,0.28,-3.53,-2.79,-0.73,-2.2,-1.0,-1.2,-2.13,-0.56,-1.57,-0.06,1.21,-1.28,1.04,1.53,-0.49,-0.05,-0.65,0.6,-0.69,-0.41,-0.28,
Zabian Dowdell,,,,,,,,,,,,,-1.56,-1.33,-0.23,,,,,,,,,,,,,,,,,,,
Chase Budinger,-2.63,-1.44,-1.18,-0.8,0.35,-1.15,0.81,0.47,0.34,0.29,-0.14,0.43,2.21,0.84,1.37,0.03,1.68,-1.64,,,,,,,,,,,,,,,,
Michael Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.42,-1.77,-0.65,
Yuta Tabuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.29,-0.01,
Andre Emmett,,,,,,,,,,-0.3,-0.15,-0.15,,,,,,,,,,,,,,,,,,,-0.76,-0.68,-0.08,
Jorge Garbajosa,,,,,,,,,,,,,,,,,,,,,,-0.75,-0.4,-0.35,1.31,-0.11,1.43,,,,,,,
Speedy Claxton,,,,,,,,,,,,,,,,,,,-0.51,-0.25,-0.25,,,,-0.99,-2.63,1.64,1.2,0.65,0.55,-1.64,-1.93,0.29,
Mason Plumlee,-2.36,-0.72,-1.64,-2.46,-0.15,-2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Brockman,,,,,,,,,,-0.99,-1.19,0.2,0.28,0.38,-0.1,0.53,1.44,-0.91,,,,,,,,,,,,,,,,
Jarrett Jack,-3.27,-2.19,-1.09,-3.16,-2.01,-1.15,0.85,0.75,0.1,-2.78,-2.2,-0.59,-2.75,-1.71,-1.04,-0.84,0.89,-1.73,0.24,0.61,-0.37,-2.28,-1.96,-0.32,-2.54,-1.41,-1.13,-4.33,-2.62,-1.71,,,,
Kyle Korver,5.08,3.54,1.54,1.7,0.95,0.75,2.21,1.37,0.83,1.7,1.63,0.06,1.25,1.05,0.2,2.48,1.32,1.16,0.56,0.04,0.52,2.12,0.91,1.21,-2.55,-1.15,-1.4,-1.64,-0.63,-1.01,0.88,0.05,0.83,
